date,route,market,bookings,avg_fare_hkd,load_factor,search_volume_index
2023-07-07,HKG-FRA,UK,189,5595,0.745,1289
2023-07-08,HKG-FRA,UK,190,4712,0.837,1313
2023-07-09,HKG-FRA,UK,179,5349,0.813,1274
2023-07-10,HKG-FRA,UK,200,4416,0.798,1112
2023-07-11,HKG-FRA,UK,217,5169,0.788,1699
2023-07-12,HKG-FRA,UK,190,4681,0.754,1570
2023-07-13,HKG-FRA,UK,189,5285,0.78,1340
2023-07-14,HKG-FRA,UK,163,4660,0.786,1278
2023-07-15,HKG-FRA,UK,169,4632,0.778,992
2023-07-16,HKG-FRA,UK,191,5117,0.81,1493
2023-07-17,HKG-FRA,UK,211,4515,0.796,1216
2023-07-18,HKG-FRA,UK,222,5401,0.856,1539
2023-07-19,HKG-FRA,UK,176,4934,0.866,1058
2023-07-20,HKG-FRA,UK,190,5213,0.813,1116
2023-07-21,HKG-FRA,UK,185,5050,0.763,1274
2023-07-22,HKG-FRA,UK,205,4810,0.756,1235
2023-07-23,HKG-FRA,UK,204,5370,0.845,1247
2023-07-24,HKG-FRA,UK,190,4931,0.827,1172
2023-07-25,HKG-FRA,UK,199,5437,0.835,1575
2023-07-26,HKG-FRA,UK,200,3948,0.857,1266
2023-07-27,HKG-FRA,UK,194,4584,0.752,1130
2023-07-28,HKG-FRA,UK,162,4934,0.8,1348
2023-07-29,HKG-FRA,UK,199,5150,0.776,1581
2023-07-30,HKG-FRA,UK,204,4325,0.854,1273
2023-07-31,HKG-FRA,UK,213,4803,0.838,1274
2023-08-01,HKG-FRA,UK,192,5242,0.801,1165
2023-08-02,HKG-FRA,UK,212,4517,0.721,1279
2023-08-03,HKG-FRA,UK,165,4907,0.758,1195
2023-08-04,HKG-FRA,UK,152,5242,0.797,937
2023-08-05,HKG-FRA,UK,187,5444,0.802,1532
2023-08-06,HKG-FRA,UK,197,5303,0.833,1226
2023-08-07,HKG-FRA,UK,192,4628,0.82,1449
2023-08-08,HKG-FRA,UK,185,4764,0.817,1509
2023-08-09,HKG-FRA,UK,198,5777,0.837,1108
2023-08-10,HKG-FRA,UK,194,5157,0.79,1315
2023-08-11,HKG-FRA,UK,158,5057,0.795,1097
2023-08-12,HKG-FRA,UK,170,5146,0.809,1256
2023-08-13,HKG-FRA,UK,190,4558,0.775,1554
2023-08-14,HKG-FRA,UK,198,5153,0.782,1623
2023-08-15,HKG-FRA,UK,207,5280,0.808,1347
2023-08-16,HKG-FRA,UK,165,5062,0.794,1290
2023-08-17,HKG-FRA,UK,171,4910,0.775,1443
2023-08-18,HKG-FRA,UK,157,4537,0.732,1058
2023-08-19,HKG-FRA,UK,186,4826,0.844,1023
2023-08-20,HKG-FRA,UK,199,4753,0.786,1404
2023-08-21,HKG-FRA,UK,194,4987,0.813,1535
2023-08-22,HKG-FRA,UK,163,4922,0.769,1303
2023-08-23,HKG-FRA,UK,177,4855,0.734,1379
2023-08-24,HKG-FRA,UK,148,5260,0.799,1184
2023-08-25,HKG-FRA,UK,152,5203,0.735,1088
2023-08-26,HKG-FRA,UK,185,4994,0.776,1138
2023-08-27,HKG-FRA,UK,192,5870,0.857,1370
2023-08-28,HKG-FRA,UK,170,5399,0.785,1331
2023-08-29,HKG-FRA,UK,184,5097,0.829,1124
2023-08-30,HKG-FRA,UK,162,4686,0.709,907
2023-08-31,HKG-FRA,UK,145,5229,0.763,862
2023-09-01,HKG-FRA,UK,149,4695,0.772,1141
2023-09-02,HKG-FRA,UK,155,4399,0.769,1162
2023-09-03,HKG-FRA,UK,156,4142,0.807,1125
2023-09-04,HKG-FRA,UK,174,5112,0.854,1336
2023-09-05,HKG-FRA,UK,158,4474,0.727,1227
2023-09-06,HKG-FRA,UK,151,4566,0.72,953
2023-09-07,HKG-FRA,UK,146,4177,0.779,990
2023-09-08,HKG-FRA,UK,152,5173,0.766,911
2023-09-09,HKG-FRA,UK,146,4786,0.79,1183
2023-09-10,HKG-FRA,UK,119,4702,0.771,704
2023-09-11,HKG-FRA,UK,124,4528,0.738,868
2023-09-12,HKG-FRA,UK,157,4260,0.719,1236
2023-09-13,HKG-FRA,UK,152,4471,0.796,906
2023-09-14,HKG-FRA,UK,150,4911,0.727,980
2023-09-15,HKG-FRA,UK,164,4889,0.748,1004
2023-09-16,HKG-FRA,UK,145,4134,0.764,1180
2023-09-17,HKG-FRA,UK,149,4960,0.831,839
2023-09-18,HKG-FRA,UK,139,4692,0.818,1150
2023-09-19,HKG-FRA,UK,162,4245,0.785,982
2023-09-20,HKG-FRA,UK,142,4508,0.79,977
2023-09-21,HKG-FRA,UK,129,3822,0.757,717
2023-09-22,HKG-FRA,UK,137,4493,0.813,1122
2023-09-23,HKG-FRA,UK,140,4267,0.718,994
2023-09-24,HKG-FRA,UK,153,4164,0.777,966
2023-09-25,HKG-FRA,UK,145,4261,0.785,806
2023-09-26,HKG-FRA,UK,142,4236,0.767,1072
2023-09-27,HKG-FRA,UK,144,4464,0.782,898
2023-09-28,HKG-FRA,UK,141,4645,0.79,839
2023-09-29,HKG-FRA,UK,137,4372,0.722,972
2023-09-30,HKG-FRA,UK,146,4445,0.805,1165
2023-10-01,HKG-FRA,UK,125,4296,0.714,984
2023-10-02,HKG-FRA,UK,143,4908,0.801,866
2023-10-03,HKG-FRA,UK,139,4745,0.799,1014
2023-10-04,HKG-FRA,UK,145,3750,0.757,1210
2023-10-05,HKG-FRA,UK,176,4463,0.756,1075
2023-10-06,HKG-FRA,UK,135,4306,0.739,815
2023-10-07,HKG-FRA,UK,147,4488,0.748,896
2023-10-08,HKG-FRA,UK,144,4186,0.751,828
2023-10-09,HKG-FRA,UK,151,3912,0.808,1012
2023-10-10,HKG-FRA,UK,131,4417,0.74,783
2023-10-11,HKG-FRA,UK,137,4524,0.762,785
2023-10-12,HKG-FRA,UK,155,4791,0.757,862
2023-10-13,HKG-FRA,UK,149,4570,0.822,1032
2023-10-14,HKG-FRA,UK,140,4338,0.74,913
2023-10-15,HKG-FRA,UK,168,4421,0.814,1235
2023-10-16,HKG-FRA,UK,140,4211,0.822,1140
2023-10-17,HKG-FRA,UK,142,4170,0.767,873
2023-10-18,HKG-FRA,UK,152,4616,0.825,944
2023-10-19,HKG-FRA,UK,141,5561,0.763,801
2023-10-20,HKG-FRA,UK,131,4879,0.757,793
2023-10-21,HKG-FRA,UK,177,4896,0.808,1259
2023-10-22,HKG-FRA,UK,155,4183,0.806,1052
2023-10-23,HKG-FRA,UK,154,5156,0.825,1260
2023-10-24,HKG-FRA,UK,161,4336,0.775,1042
2023-10-25,HKG-FRA,UK,137,4512,0.718,786
2023-10-26,HKG-FRA,UK,152,4547,0.697,1261
2023-10-27,HKG-FRA,UK,118,4328,0.799,736
2023-10-28,HKG-FRA,UK,133,4852,0.744,1056
2023-10-29,HKG-FRA,UK,182,4688,0.825,1163
2023-10-30,HKG-FRA,UK,161,5010,0.841,1115
2023-10-31,HKG-FRA,UK,154,4534,0.766,948
2023-11-01,HKG-FRA,UK,150,5251,0.809,1157
2023-11-02,HKG-FRA,UK,122,4257,0.737,893
2023-11-03,HKG-FRA,UK,126,4209,0.727,740
2023-11-04,HKG-FRA,UK,145,4743,0.739,942
2023-11-05,HKG-FRA,UK,131,4194,0.742,977
2023-11-06,HKG-FRA,UK,149,5105,0.791,1171
2023-11-07,HKG-FRA,UK,171,4407,0.772,1417
2023-11-08,HKG-FRA,UK,114,4817,0.732,945
2023-11-09,HKG-FRA,UK,169,4357,0.817,1191
2023-11-10,HKG-FRA,UK,147,4459,0.765,1021
2023-11-11,HKG-FRA,UK,162,4368,0.753,1218
2023-11-12,HKG-FRA,UK,173,4979,0.808,1381
2023-11-13,HKG-FRA,UK,174,5025,0.797,1408
2023-11-14,HKG-FRA,UK,141,4799,0.74,811
2023-11-15,HKG-FRA,UK,159,5206,0.797,1310
2023-11-16,HKG-FRA,UK,137,4459,0.753,834
2023-11-17,HKG-FRA,UK,162,4005,0.785,1259
2023-11-18,HKG-FRA,UK,141,4710,0.814,1171
2023-11-19,HKG-FRA,UK,181,4288,0.797,1433
2023-11-20,HKG-FRA,UK,170,4670,0.818,1363
2023-11-21,HKG-FRA,UK,172,4237,0.75,1113
2023-11-22,HKG-FRA,UK,175,4541,0.747,1025
2023-11-23,HKG-FRA,UK,153,4612,0.743,900
2023-11-24,HKG-FRA,UK,157,4733,0.761,1165
2023-11-25,HKG-FRA,UK,146,5156,0.801,1217
2023-11-26,HKG-FRA,UK,149,4651,0.761,834
2023-11-27,HKG-FRA,UK,154,4182,0.784,929
2023-11-28,HKG-FRA,UK,201,4766,0.775,1547
2023-11-29,HKG-FRA,UK,162,4406,0.824,1028
2023-11-30,HKG-FRA,UK,122,4179,0.738,919
2023-12-01,HKG-FRA,UK,160,5121,0.743,880
2023-12-02,HKG-FRA,UK,189,5651,0.809,1092
2023-12-03,HKG-FRA,UK,217,4985,0.843,1297
2023-12-04,HKG-FRA,UK,203,4735,0.82,1368
2023-12-05,HKG-FRA,UK,190,4837,0.813,1176
2023-12-06,HKG-FRA,UK,165,5203,0.783,974
2023-12-07,HKG-FRA,UK,185,5327,0.794,1153
2023-12-08,HKG-FRA,UK,169,5296,0.793,952
2023-12-09,HKG-FRA,UK,177,5310,0.787,1068
2023-12-10,HKG-FRA,UK,213,4933,0.845,1656
2023-12-11,HKG-FRA,UK,210,4174,0.786,1514
2023-12-12,HKG-FRA,UK,197,5106,0.811,1394
2023-12-13,HKG-FRA,UK,181,5339,0.851,1080
2023-12-14,HKG-FRA,UK,173,4782,0.794,1001
2023-12-15,HKG-FRA,UK,158,4470,0.812,1142
2023-12-16,HKG-FRA,UK,215,5151,0.788,1606
2023-12-17,HKG-FRA,UK,184,4440,0.806,1035
2023-12-18,HKG-FRA,UK,238,5026,0.792,1851
2023-12-19,HKG-FRA,UK,202,4861,0.82,1557
2023-12-20,HKG-FRA,UK,197,5323,0.849,1252
2023-12-21,HKG-FRA,UK,201,4880,0.8,1312
2023-12-22,HKG-FRA,UK,168,4896,0.822,1309
2023-12-23,HKG-FRA,UK,193,4952,0.808,1270
2023-12-24,HKG-FRA,UK,223,5064,0.856,1251
2023-12-25,HKG-FRA,UK,228,4643,0.879,1455
2023-12-26,HKG-FRA,UK,173,5731,0.791,1067
2023-12-27,HKG-FRA,UK,191,5237,0.776,1117
2023-12-28,HKG-FRA,UK,183,4941,0.782,1045
2023-12-29,HKG-FRA,UK,195,5219,0.824,1449
2023-12-30,HKG-FRA,UK,187,5790,0.828,1496
2023-12-31,HKG-FRA,UK,229,4873,0.757,1820
2024-01-01,HKG-FRA,UK,199,4513,0.795,1468
2024-01-02,HKG-FRA,UK,205,3642,0.811,1546
2024-01-03,HKG-FRA,UK,166,4859,0.756,1188
2024-01-04,HKG-FRA,UK,170,4868,0.777,1115
2024-01-05,HKG-FRA,UK,150,4021,0.73,878
2024-01-06,HKG-FRA,UK,182,4194,0.755,1133
2024-01-07,HKG-FRA,UK,158,4850,0.813,1281
2024-01-08,HKG-FRA,UK,181,4650,0.811,1180
2024-01-09,HKG-FRA,UK,192,4094,0.785,1443
2024-01-10,HKG-FRA,UK,201,4969,0.829,1414
2024-01-11,HKG-FRA,UK,170,4023,0.764,1287
2024-01-12,HKG-FRA,UK,180,4894,0.818,1313
2024-01-13,HKG-FRA,UK,182,4192,0.796,1260
2024-01-14,HKG-FRA,UK,202,4419,0.807,1360
2024-01-15,HKG-FRA,UK,188,4901,0.76,1258
2024-01-16,HKG-FRA,UK,193,4851,0.763,1613
2024-01-17,HKG-FRA,UK,194,4408,0.802,1117
2024-01-18,HKG-FRA,UK,188,4659,0.808,1451
2024-01-19,HKG-FRA,UK,182,4189,0.777,1315
2024-01-20,HKG-FRA,UK,183,4937,0.804,1372
2024-01-21,HKG-FRA,UK,198,4588,0.809,1547
2024-01-22,HKG-FRA,UK,188,4589,0.748,1278
2024-01-23,HKG-FRA,UK,183,4979,0.724,1133
2024-01-24,HKG-FRA,UK,164,4113,0.794,922
2024-01-25,HKG-FRA,UK,174,4875,0.768,1059
2024-01-26,HKG-FRA,UK,175,4354,0.734,1357
2024-01-27,HKG-FRA,UK,187,4942,0.762,1263
2024-01-28,HKG-FRA,UK,218,4657,0.837,1481
2024-01-29,HKG-FRA,UK,213,5213,0.82,1202
2024-01-30,HKG-FRA,UK,211,4344,0.812,1572
2024-01-31,HKG-FRA,UK,179,4364,0.809,1140
2024-02-01,HKG-FRA,UK,195,4191,0.776,1205
2024-02-02,HKG-FRA,UK,161,4540,0.839,947
2024-02-03,HKG-FRA,UK,211,4788,0.815,1170
2024-02-04,HKG-FRA,UK,175,4434,0.799,1235
2024-02-05,HKG-FRA,UK,245,4652,0.856,1941
2024-02-06,HKG-FRA,UK,213,4519,0.814,1352
2024-02-07,HKG-FRA,UK,200,4488,0.827,1397
2024-02-08,HKG-FRA,UK,187,5115,0.793,1305
2024-02-09,HKG-FRA,UK,188,4529,0.804,1504
2024-02-10,HKG-FRA,UK,168,4870,0.854,1222
2024-02-11,HKG-FRA,UK,215,4484,0.853,1185
2024-02-12,HKG-FRA,UK,217,3980,0.804,1691
2024-02-13,HKG-FRA,UK,221,4890,0.775,1439
2024-02-14,HKG-FRA,UK,205,4278,0.839,1578
2024-02-15,HKG-FRA,UK,186,4538,0.814,1475
2024-02-16,HKG-FRA,UK,161,4612,0.799,1350
2024-02-17,HKG-FRA,UK,193,4832,0.819,1198
2024-02-18,HKG-FRA,UK,210,3920,0.813,1396
2024-02-19,HKG-FRA,UK,224,3992,0.815,1349
2024-02-20,HKG-FRA,UK,210,4439,0.872,1523
2024-02-21,HKG-FRA,UK,217,4922,0.813,1685
2024-02-22,HKG-FRA,UK,190,4616,0.784,1295
2024-02-23,HKG-FRA,UK,186,4432,0.79,1571
2024-02-24,HKG-FRA,UK,202,4358,0.754,1276
2024-02-25,HKG-FRA,UK,208,5014,0.798,1174
2024-02-26,HKG-FRA,UK,238,4321,0.832,1740
2024-02-27,HKG-FRA,UK,217,4686,0.807,1397
2024-02-28,HKG-FRA,UK,201,3883,0.799,1694
2024-02-29,HKG-FRA,UK,194,4216,0.819,1142
2024-03-01,HKG-FRA,UK,175,4371,0.811,1087
2024-03-02,HKG-FRA,UK,190,4151,0.861,1259
2024-03-03,HKG-FRA,UK,217,4281,0.826,1598
2024-03-04,HKG-FRA,UK,225,4938,0.826,1795
2024-03-05,HKG-FRA,UK,207,4143,0.82,1647
2024-03-06,HKG-FRA,UK,206,4438,0.789,1470
2024-03-07,HKG-FRA,UK,177,4137,0.821,1237
2024-03-08,HKG-FRA,UK,189,4442,0.796,1148
2024-03-09,HKG-FRA,UK,207,4280,0.792,1540
2024-03-10,HKG-FRA,UK,222,4537,0.819,1639
2024-03-11,HKG-FRA,UK,223,4266,0.857,1840
2024-03-12,HKG-FRA,UK,220,3800,0.815,1270
2024-03-13,HKG-FRA,UK,192,5432,0.811,1461
2024-03-14,HKG-FRA,UK,208,4908,0.808,1518
2024-03-15,HKG-FRA,UK,208,4565,0.822,1152
2024-03-16,HKG-FRA,UK,207,4534,0.825,1434
2024-03-17,HKG-FRA,UK,202,4966,0.799,1604
2024-03-18,HKG-FRA,UK,220,4700,0.817,1364
2024-03-19,HKG-FRA,UK,243,4207,0.839,1933
2024-03-20,HKG-FRA,UK,188,4475,0.783,1574
2024-03-21,HKG-FRA,UK,196,4011,0.81,1233
2024-03-22,HKG-FRA,UK,162,4360,0.798,1040
2024-03-23,HKG-FRA,UK,214,4707,0.787,1659
2024-03-24,HKG-FRA,UK,231,4231,0.822,1827
2024-03-25,HKG-FRA,UK,213,4717,0.785,1449
2024-03-26,HKG-FRA,UK,226,3675,0.809,1791
2024-03-27,HKG-FRA,UK,210,4360,0.782,1413
2024-03-28,HKG-FRA,UK,193,4749,0.815,1236
2024-03-29,HKG-FRA,UK,212,4334,0.852,1600
2024-03-30,HKG-FRA,UK,222,4484,0.899,1314
2024-03-31,HKG-FRA,UK,223,4542,0.789,1854
2024-04-01,HKG-FRA,UK,218,4885,0.855,1645
2024-04-02,HKG-FRA,UK,210,4426,0.735,1470
2024-04-03,HKG-FRA,UK,203,4508,0.835,1671
2024-04-04,HKG-FRA,UK,189,4442,0.838,1398
2024-04-05,HKG-FRA,UK,223,4342,0.83,1411
2024-04-06,HKG-FRA,UK,236,4615,0.896,1988
2024-04-07,HKG-FRA,UK,241,4593,0.86,1741
2024-04-08,HKG-FRA,UK,230,4161,0.836,1598
2024-04-09,HKG-FRA,UK,218,4949,0.837,1523
2024-04-10,HKG-FRA,UK,180,4731,0.843,1495
2024-04-11,HKG-FRA,UK,226,4548,0.767,1821
2024-04-12,HKG-FRA,UK,207,4597,0.858,1498
2024-04-13,HKG-FRA,UK,208,4552,0.809,1315
2024-04-14,HKG-FRA,UK,214,4614,0.827,1506
2024-04-15,HKG-FRA,UK,242,4113,0.781,1484
2024-04-16,HKG-FRA,UK,206,4412,0.794,1409
2024-04-17,HKG-FRA,UK,186,4343,0.819,1512
2024-04-18,HKG-FRA,UK,203,4369,0.838,1418
2024-04-19,HKG-FRA,UK,166,4665,0.81,1400
2024-04-20,HKG-FRA,UK,223,4240,0.843,1285
2024-04-21,HKG-FRA,UK,219,4468,0.818,1450
2024-04-22,HKG-FRA,UK,229,5330,0.836,1722
2024-04-23,HKG-FRA,UK,210,4572,0.754,1172
2024-04-24,HKG-FRA,UK,199,4637,0.866,1322
2024-04-25,HKG-FRA,UK,168,4217,0.796,1371
2024-04-26,HKG-FRA,UK,217,4899,0.847,1217
2024-04-27,HKG-FRA,UK,220,4224,0.85,1476
2024-04-28,HKG-FRA,UK,196,4766,0.848,1619
2024-04-29,HKG-FRA,UK,244,3947,0.801,1990
2024-04-30,HKG-FRA,UK,211,4307,0.82,1585
2024-05-01,HKG-FRA,UK,198,4651,0.787,1396
2024-05-02,HKG-FRA,UK,184,4111,0.821,1284
2024-05-03,HKG-FRA,UK,208,4671,0.794,1745
2024-05-04,HKG-FRA,UK,217,3720,0.809,1244
2024-05-05,HKG-FRA,UK,199,4704,0.819,1533
2024-05-06,HKG-FRA,UK,221,4325,0.835,1815
2024-05-07,HKG-FRA,UK,220,4576,0.83,1368
2024-05-08,HKG-FRA,UK,201,4260,0.84,1511
2024-05-09,HKG-FRA,UK,201,5174,0.799,1609
2024-05-10,HKG-FRA,UK,186,3967,0.754,1269
2024-05-11,HKG-FRA,UK,181,4159,0.793,1056
2024-05-12,HKG-FRA,UK,225,4572,0.801,1875
2024-05-13,HKG-FRA,UK,227,4036,0.833,1501
2024-05-14,HKG-FRA,UK,201,5231,0.813,1515
2024-05-15,HKG-FRA,UK,200,4868,0.788,1642
2024-05-16,HKG-FRA,UK,198,3998,0.837,1159
2024-05-17,HKG-FRA,UK,185,3968,0.767,1273
2024-05-18,HKG-FRA,UK,212,4969,0.773,1215
2024-05-19,HKG-FRA,UK,214,4810,0.794,1699
2024-05-20,HKG-FRA,UK,199,5154,0.794,1396
2024-05-21,HKG-FRA,UK,210,4952,0.786,1351
2024-05-22,HKG-FRA,UK,178,4974,0.743,1053
2024-05-23,HKG-FRA,UK,209,4804,0.827,1431
2024-05-24,HKG-FRA,UK,175,5039,0.807,1119
2024-05-25,HKG-FRA,UK,196,4447,0.829,1158
2024-05-26,HKG-FRA,UK,204,4035,0.84,1676
2024-05-27,HKG-FRA,UK,203,4979,0.818,1685
2024-05-28,HKG-FRA,UK,218,4793,0.829,1538
2024-05-29,HKG-FRA,UK,221,4283,0.844,1477
2024-05-30,HKG-FRA,UK,190,4999,0.793,1440
2024-05-31,HKG-FRA,UK,187,4317,0.838,1221
2024-06-01,HKG-FRA,UK,186,4952,0.775,1024
2024-06-02,HKG-FRA,UK,197,4823,0.792,1486
2024-06-03,HKG-FRA,UK,216,4413,0.874,1575
2024-06-04,HKG-FRA,UK,182,4862,0.733,1462
2024-06-05,HKG-FRA,UK,191,4031,0.774,1467
2024-06-06,HKG-FRA,UK,185,4067,0.814,1308
2024-06-07,HKG-FRA,UK,173,4735,0.81,1136
2024-06-08,HKG-FRA,UK,179,4539,0.776,994
2024-06-09,HKG-FRA,UK,188,4396,0.788,1399
2024-06-10,HKG-FRA,UK,204,4734,0.808,1255
2024-06-11,HKG-FRA,UK,201,4216,0.826,1658
2024-06-12,HKG-FRA,UK,189,4630,0.85,1554
2024-06-13,HKG-FRA,UK,178,4298,0.819,1190
2024-06-14,HKG-FRA,UK,155,4479,0.785,1223
2024-06-15,HKG-FRA,UK,183,4524,0.796,1472
2024-06-16,HKG-FRA,UK,177,5290,0.793,992
2024-06-17,HKG-FRA,UK,202,3922,0.778,1684
2024-06-18,HKG-FRA,UK,208,4046,0.788,1718
2024-06-19,HKG-FRA,UK,189,4711,0.772,1449
2024-06-20,HKG-FRA,UK,181,5072,0.786,1323
2024-06-21,HKG-FRA,UK,167,4693,0.78,1156
2024-06-22,HKG-FRA,UK,194,4617,0.746,1237
2024-06-23,HKG-FRA,UK,184,4278,0.804,1167
2024-06-24,HKG-FRA,UK,172,4843,0.791,1030
2024-06-25,HKG-FRA,UK,201,4271,0.847,1490
2024-06-26,HKG-FRA,UK,200,4225,0.852,1394
2024-06-27,HKG-FRA,UK,205,4204,0.843,1685
2024-06-28,HKG-FRA,UK,179,4535,0.762,1185
2024-06-29,HKG-FRA,UK,176,5463,0.795,1423
2024-06-30,HKG-FRA,UK,192,4801,0.782,1315
2024-07-01,HKG-FRA,UK,223,5546,0.826,1616
2024-07-02,HKG-FRA,UK,233,4967,0.783,1714
2024-07-03,HKG-FRA,UK,185,4968,0.815,1367
2024-07-04,HKG-FRA,UK,202,5409,0.826,1353
2024-07-05,HKG-FRA,UK,200,5964,0.764,1675
2024-07-06,HKG-FRA,UK,227,4584,0.856,1502
2024-07-07,HKG-FRA,UK,193,5348,0.796,1281
2024-07-08,HKG-FRA,UK,214,5591,0.814,1327
2024-07-09,HKG-FRA,UK,206,4922,0.78,1377
2024-07-10,HKG-FRA,UK,201,5223,0.845,1279
2024-07-11,HKG-FRA,UK,182,4650,0.806,1356
2024-07-12,HKG-FRA,UK,187,5166,0.816,1316
2024-07-13,HKG-FRA,UK,195,4735,0.787,1106
2024-07-14,HKG-FRA,UK,203,4515,0.845,1317
2024-07-15,HKG-FRA,UK,214,5258,0.818,1257
2024-07-16,HKG-FRA,UK,223,5218,0.863,1465
2024-07-17,HKG-FRA,UK,165,5921,0.746,1027
2024-07-18,HKG-FRA,UK,196,5243,0.808,1248
2024-07-19,HKG-FRA,UK,203,5044,0.764,1535
2024-07-20,HKG-FRA,UK,196,5511,0.823,1146
2024-07-21,HKG-FRA,UK,200,5066,0.83,1386
2024-07-22,HKG-FRA,UK,220,3867,0.819,1712
2024-07-23,HKG-FRA,UK,201,4705,0.836,1676
2024-07-24,HKG-FRA,UK,194,5045,0.82,1568
2024-07-25,HKG-FRA,UK,184,5400,0.803,1163
2024-07-26,HKG-FRA,UK,178,4945,0.811,1318
2024-07-27,HKG-FRA,UK,178,4970,0.749,1346
2024-07-28,HKG-FRA,UK,200,5792,0.849,1446
2024-07-29,HKG-FRA,UK,207,5148,0.806,1710
2024-07-30,HKG-FRA,UK,194,5818,0.792,1554
2024-07-31,HKG-FRA,UK,151,5393,0.813,1219
2024-08-01,HKG-FRA,UK,170,5242,0.79,1333
2024-08-02,HKG-FRA,UK,173,5814,0.771,1202
2024-08-03,HKG-FRA,UK,203,5396,0.779,1250
2024-08-04,HKG-FRA,UK,204,4202,0.769,1534
2024-08-05,HKG-FRA,UK,199,4851,0.84,1443
2024-08-06,HKG-FRA,UK,189,4798,0.817,1505
2024-08-07,HKG-FRA,UK,176,4362,0.784,1128
2024-08-08,HKG-FRA,UK,184,4765,0.814,1503
2024-08-09,HKG-FRA,UK,192,5007,0.714,1607
2024-08-10,HKG-FRA,UK,175,4949,0.803,1086
2024-08-11,HKG-FRA,UK,193,5276,0.815,1163
2024-08-12,HKG-FRA,UK,211,4656,0.797,1407
2024-08-13,HKG-FRA,UK,195,4928,0.842,1496
2024-08-14,HKG-FRA,UK,181,5165,0.818,1207
2024-08-15,HKG-FRA,UK,145,5501,0.777,1198
2024-08-16,HKG-FRA,UK,164,4320,0.717,1316
2024-08-17,HKG-FRA,UK,186,5585,0.809,1369
2024-08-18,HKG-FRA,UK,178,5610,0.755,1444
2024-08-19,HKG-FRA,UK,220,5924,0.833,1660
2024-08-20,HKG-FRA,UK,193,5427,0.785,1098
2024-08-21,HKG-FRA,UK,173,4747,0.828,1445
2024-08-22,HKG-FRA,UK,169,5458,0.827,1314
2024-08-23,HKG-FRA,UK,173,4648,0.822,1338
2024-08-24,HKG-FRA,UK,149,5773,0.755,1005
2024-08-25,HKG-FRA,UK,187,5035,0.794,1126
2024-08-26,HKG-FRA,UK,198,4944,0.768,1132
2024-08-27,HKG-FRA,UK,167,4847,0.802,1092
2024-08-28,HKG-FRA,UK,188,5011,0.792,1176
2024-08-29,HKG-FRA,UK,185,4505,0.849,1550
2024-08-30,HKG-FRA,UK,165,5538,0.776,1291
2024-08-31,HKG-FRA,UK,166,5451,0.765,1164
2024-09-01,HKG-FRA,UK,167,4932,0.763,1210
2024-09-02,HKG-FRA,UK,148,3767,0.753,1070
2024-09-03,HKG-FRA,UK,157,4355,0.783,983
2024-09-04,HKG-FRA,UK,157,3963,0.778,1047
2024-09-05,HKG-FRA,UK,121,4048,0.747,984
2024-09-06,HKG-FRA,UK,140,4347,0.752,992
2024-09-07,HKG-FRA,UK,152,5003,0.711,862
2024-09-08,HKG-FRA,UK,155,4741,0.815,878
2024-09-09,HKG-FRA,UK,173,4094,0.795,1415
2024-09-10,HKG-FRA,UK,156,4190,0.793,969
2024-09-11,HKG-FRA,UK,133,4619,0.791,736
2024-09-12,HKG-FRA,UK,158,4394,0.778,1145
2024-09-13,HKG-FRA,UK,141,4551,0.79,1180
2024-09-14,HKG-FRA,UK,137,4718,0.81,1094
2024-09-15,HKG-FRA,UK,181,4752,0.812,1019
2024-09-16,HKG-FRA,UK,180,5000,0.763,1227
2024-09-17,HKG-FRA,UK,158,4479,0.728,1033
2024-09-18,HKG-FRA,UK,141,4017,0.76,1127
2024-09-19,HKG-FRA,UK,130,4580,0.731,732
2024-09-20,HKG-FRA,UK,145,4032,0.751,1162
2024-09-21,HKG-FRA,UK,153,4610,0.777,851
2024-09-22,HKG-FRA,UK,159,4675,0.767,1170
2024-09-23,HKG-FRA,UK,157,4481,0.843,1281
2024-09-24,HKG-FRA,UK,158,4720,0.824,1042
2024-09-25,HKG-FRA,UK,164,4496,0.86,1347
2024-09-26,HKG-FRA,UK,121,4478,0.798,808
2024-09-27,HKG-FRA,UK,137,4812,0.758,976
2024-09-28,HKG-FRA,UK,132,5179,0.728,729
2024-09-29,HKG-FRA,UK,161,4545,0.746,1005
2024-09-30,HKG-FRA,UK,165,4266,0.724,1291
2024-10-01,HKG-FRA,UK,142,4780,0.765,1078
2024-10-02,HKG-FRA,UK,146,4136,0.749,1031
2024-10-03,HKG-FRA,UK,122,4810,0.749,1030
2024-10-04,HKG-FRA,UK,130,4587,0.75,834
2024-10-05,HKG-FRA,UK,153,5424,0.813,1162
2024-10-06,HKG-FRA,UK,149,4453,0.793,917
2024-10-07,HKG-FRA,UK,151,4097,0.759,905
2024-10-08,HKG-FRA,UK,150,4118,0.806,953
2024-10-09,HKG-FRA,UK,125,4559,0.713,861
2024-10-10,HKG-FRA,UK,161,4530,0.758,1006
2024-10-11,HKG-FRA,UK,136,4308,0.754,804
2024-10-12,HKG-FRA,UK,165,4898,0.815,1051
2024-10-13,HKG-FRA,UK,139,4270,0.771,1170
2024-10-14,HKG-FRA,UK,163,4843,0.801,997
2024-10-15,HKG-FRA,UK,129,5035,0.716,1056
2024-10-16,HKG-FRA,UK,155,4681,0.741,900
